Example	pred	gold	neutral	contradiction	entailment
three men look on as two other men carve up a freshly barbecued hog in the backyard . --> other look while a man carves beef	entailment	contradiction	0.0987057685852	0.101017974317	0.800276219845
a group is gathered outside holding flowers . --> they throw the cannonballs away	contradiction	contradiction	0.0264905039221	0.973102748394	0.000406707229558
a group is gathered outside holding flowers . --> their hands are holding something	entailment	entailment	0.20588080585	0.036798093468	0.757321119308
a group is gathered outside holding flowers . --> the flowers are all red	neutral	neutral	0.554930567741	0.418802291155	0.0262671392411
a woman is standing near the water , looks to be throwing something . --> the woman is skipping rocks .	neutral	neutral	0.691037356853	0.141147017479	0.167815640569
a woman is standing near the water , looks to be throwing something . --> the man is standing near the water .	contradiction	contradiction	0.135740995407	0.854914367199	0.00934465136379
a woman is standing near the water , looks to be throwing something . --> a woman is close to the water .	entailment	entailment	0.0503718592227	0.0270199142396	0.92260825634
a man dressed in bright colored clothing is sitting on a chair on the sidewalk playing an instrument for cash . --> the man is singing on the street corner for money .	contradiction	neutral	0.074376642704	0.921747684479	0.00387565535493
a man dressed in bright colored clothing is sitting on a chair on the sidewalk playing an instrument for cash . --> the man is dancing in the park .	contradiction	contradiction	0.0205603651702	0.975551009178	0.00388857186772
a little boy bowls in a carpeted hallway . --> a boy is skipping rope .	contradiction	contradiction	0.0587896071374	0.914868652821	0.0263417959213
a little boy bowls in a carpeted hallway . --> a boy is bowling .	entailment	entailment	0.0640279650688	0.371371865273	0.564600169659
a little boy bowls in a carpeted hallway . --> a boy is rolling a ball in a hotel hallway .	neutral	neutral	0.518532454967	0.369237393141	0.112230189145
a young blond woman with braided pigtails and wearing blue biking gear is bicycle racing along a dirt track . --> a young blond girl is riding a bike .	entailment	entailment	0.0370006784797	0.0204508602619	0.942548513412
a young blond woman with braided pigtails and wearing blue biking gear is bicycle racing along a dirt track . --> a young blond girl is laying in bed .	contradiction	contradiction	6.0115049564e-05	0.999938368797	1.55388295298e-06
a young blond woman with braided pigtails and wearing blue biking gear is bicycle racing along a dirt track . --> a young blond girl is in the lead for a cross country bicycle race .	neutral	neutral	0.967065989971	0.0160574335605	0.0168765075505
a little boy wearing a blue stiped shirt has a party hat on his head and is playing in a puddle . --> the little boy is taking the bus to school .	contradiction	contradiction	0.0162317361683	0.983498156071	0.000270127784461
a little boy wearing a blue stiped shirt has a party hat on his head and is playing in a puddle . --> the party boy is playing in a puddle .	entailment	entailment	0.410865455866	0.055766493082	0.533368051052
a little boy wearing a blue stiped shirt has a party hat on his head and is playing in a puddle . --> the little boy is doing a dance in the puddle .	neutral	neutral	0.640778183937	0.18217740953	0.177044406533
a girl in red dividing colored tabs . --> girl is preparing for next semester .	neutral	neutral	0.983981430531	0.0113823600113	0.00463616708294
a girl in red dividing colored tabs . --> girl in blue chewing on paper .	contradiction	contradiction	0.187343984842	0.796706736088	0.0159493107349
a girl in red dividing colored tabs . --> girl in red dividing colored tabs .	entailment	entailment	0.245047092438	0.245636597276	0.509316325188
a young girl kisses a ring-bearing boy at a wedding . --> two kids are playing tag .	contradiction	contradiction	0.0775395259261	0.906378984451	0.016081456095
a young girl kisses a ring-bearing boy at a wedding . --> a boy turns his head away as a girl tries to kiss him .	contradiction	neutral	0.0193857848644	0.979013979435	0.00160019122995
a young girl kisses a ring-bearing boy at a wedding . --> two kids are dressed for a wedding .	entailment	entailment	0.197567209601	0.0124599756673	0.789972782135
a man with black pants on walks by a wall with unique art painted on it . --> a man is near a structure .	entailment	entailment	0.019405150786	0.00305250287056	0.977542281151
a man with black pants on walks by a wall with unique art painted on it . --> a man is in an art museum .	neutral	neutral	0.883473396301	0.0703303143382	0.0461962930858
a man with black pants on walks by a wall with unique art painted on it . --> a man is in outer space .	contradiction	contradiction	0.0305774323642	0.939051151276	0.0303713865578
a girl in a pink tank top and her boyfriend sitting on stone steps . --> a boy and girl are kissing .	contradiction	neutral	0.195210620761	0.496274471283	0.308514893055
a girl in a pink tank top and her boyfriend sitting on stone steps . --> some people are sitting on stone steps talking .	entailment	neutral	0.280452340841	0.0667938292027	0.652753770351
a girl in a pink tank top and her boyfriend sitting on stone steps . --> a girl is sitting on stone steps in a pink tank top with her boyfriend .	neutral	entailment	0.705558657646	0.183611884713	0.110829472542
a woman is riding a blue bicycle in a park . --> a woman riding around the park on a sunny day	neutral	neutral	0.724960446358	0.0874620303512	0.187577530742
a woman is riding a blue bicycle in a park . --> a woman cycling around in the park	entailment	entailment	0.312834620476	0.118282593787	0.56888282299
a woman is riding a blue bicycle in a park . --> a woman jogging around the park	contradiction	contradiction	0.183817058802	0.69907283783	0.117110095918
a well built black man stands in the subway , listening to headphones . --> a man with headphones on is standing in a subway .	entailment	entailment	0.09494972229	0.101739428937	0.803310751915
a well built black man stands in the subway , listening to headphones . --> a man is dancing for tips on the street .	contradiction	contradiction	0.00432665273547	0.995581924915	9.13715630304e-05
a well built black man stands in the subway , listening to headphones . --> a man listens to music while waiting for the train .	neutral	entailment	0.753339648247	0.123660050333	0.123000308871
a woman is holding a baby by a window . --> there is a baby in the picture .	entailment	entailment	0.0190463159233	0.00609413022175	0.974859535694
a woman is holding a baby by a window . --> the woman is looking out the window .	entailment	neutral	0.259917974472	0.19087344408	0.549208521843
a woman is holding a baby by a window . --> the woman 's hands are empty .	contradiction	contradiction	0.0125488676131	0.983813524246	0.00363765284419
a man and woman are sitting at a table in front of a sign that reads il porto and two wine bottles and two wineglasses are on the table . --> two people participate in a wine tasting .	entailment	neutral	0.404877275229	0.0476917102933	0.547430992126
a man and woman are sitting at a table in front of a sign that reads il porto and two wine bottles and two wineglasses are on the table . --> two people are ingesting alcohol .	entailment	entailment	0.0360483042896	0.014300881885	0.949650764465
a man and woman are sitting at a table in front of a sign that reads il porto and two wine bottles and two wineglasses are on the table . --> two teetotalers prepare for dinner .	neutral	contradiction	0.913261890411	0.0470391437411	0.0396989732981
two men wrestle on the floor in front of an group of young men . --> two men are wrestling at a meet .	neutral	neutral	0.57111364603	0.186650693417	0.242235645652
two men wrestle on the floor in front of an group of young men . --> two men walk to their favorite casino .	contradiction	contradiction	0.0770486593246	0.922158658504	0.000792720413301
two men wrestle on the floor in front of an group of young men . --> two men are wrestling on the floor .	entailment	entailment	0.230432972312	0.147261843085	0.622305214405
a man wearing a red and white canadian uniform is riding a racing bike in an arena . --> a man is driving a boat .	contradiction	contradiction	0.00121286232024	0.998512089252	0.00027502363082
a man wearing a red and white canadian uniform is riding a racing bike in an arena . --> a man wearing a helmet is cycling .	entailment	neutral	0.138832852244	0.0767818391323	0.784385323524
a man wearing a red and white canadian uniform is riding a racing bike in an arena . --> a man is cycling at a velodrome .	entailment	neutral	0.198983758688	0.0920842811465	0.708931863308
rugby player lifted to attempt a score against a red team defending . --> sports team attempts to score	entailment	entailment	0.132173493505	0.0186232086271	0.84920334816
rugby player lifted to attempt a score against a red team defending . --> the player tries to score	entailment	entailment	0.221259579062	0.0482361391187	0.730504214764
rugby player lifted to attempt a score against a red team defending . --> chess match turns violent	contradiction	contradiction	0.0755521953106	0.919526457787	0.0049213161692
a woman wearing a white baseball cap purple coat holding a poster . --> a woman with no hat sits in the stands .	contradiction	contradiction	0.00927777215838	0.980182290077	0.0105398958549
a woman wearing a white baseball cap purple coat holding a poster . --> a woman is holding a poster , rooting for her favorite team .	neutral	neutral	0.988341391087	0.00878746807575	0.00287113431841
a woman wearing a white baseball cap purple coat holding a poster . --> a woman with a hat holding a poster .	entailment	entailment	0.028468368575	0.0289325155318	0.942599117756
a little girl in a red flowered dress with a tennis racket . --> a little girl in red .	entailment	entailment	0.0985180288553	0.288245558739	0.613236427307
a little girl in a red flowered dress with a tennis racket . --> a man in red .	contradiction	contradiction	0.00449212500826	0.994225919247	0.0012819286203
a little girl in a red flowered dress with a tennis racket . --> a little girl in red plays tennis .	entailment	entailment	0.273804157972	0.0516307801008	0.674565017223
a boy rides on a camel in a crowded area while talking on his cellphone . --> a boy is talking to his mom as he rides the camel .	neutral	neutral	0.936423182487	0.0597936213017	0.00378331099637
a boy rides on a camel in a crowded area while talking on his cellphone . --> a boy is riding an animal .	entailment	entailment	0.0748858675361	0.294116169214	0.630997955799
a boy rides on a camel in a crowded area while talking on his cellphone . --> a boy is riding on an elephant through the streets .	contradiction	contradiction	0.0791614428163	0.901125431061	0.0197131391615
a caucasian woman in a blue top and black slacks looks off to the side of the camera with a drink in one hand and a amused look upon her face , while a man sits next to her , looking unamused , drink in one hand , straw in the other . --> a woman is having a drink with a friend .	entailment	neutral	0.202215895057	0.034723918885	0.763060152531
a caucasian woman in a blue top and black slacks looks off to the side of the camera with a drink in one hand and a amused look upon her face , while a man sits next to her , looking unamused , drink in one hand , straw in the other . --> the man is eating dinner with his father .	neutral	contradiction	0.578053236008	0.415641069412	0.0063057160005
a caucasian woman in a blue top and black slacks looks off to the side of the camera with a drink in one hand and a amused look upon her face , while a man sits next to her , looking unamused , drink in one hand , straw in the other . --> a man and woman are having drinks in a bar .	contradiction	neutral	0.129813700914	0.444984704256	0.425201624632
there are three men in this picture , two are on motorbikes , one of the men has a large piece of furniture on the back of his bike , the other is about to be handed a piece of paper by a man in a white shirt . --> three men are on motorcycles .	entailment	contradiction	0.195848226547	0.251691132784	0.552460610867
there are three men in this picture , two are on motorbikes , one of the men has a large piece of furniture on the back of his bike , the other is about to be handed a piece of paper by a man in a white shirt . --> a man is receiving a piece of paper .	contradiction	entailment	0.12332200259	0.496702671051	0.379975318909
there are three men in this picture , two are on motorbikes , one of the men has a large piece of furniture on the back of his bike , the other is about to be handed a piece of paper by a man in a white shirt . --> a man is receiving a contract .	neutral	neutral	0.733979105949	0.019870840013	0.246150076389
two black dogs are frolicking around the grass together . --> two dogs swim in the lake .	contradiction	contradiction	0.149541854858	0.838944017887	0.0115140918642
two black dogs are frolicking around the grass together . --> two dogs chase each other in the high grass .	neutral	neutral	0.728664696217	0.244804903865	0.026530418545
two black dogs are frolicking around the grass together . --> two dogs play in the grass .	entailment	entailment	0.0354238599539	0.0167498197407	0.947826325893
a young girl wearing a pink coat plays with a yellow toy golf club . --> a girl is wearing a blue jacket .	contradiction	contradiction	0.122828908265	0.472989559174	0.404181599617
a young girl wearing a pink coat plays with a yellow toy golf club . --> a girl is playing .	entailment	entailment	0.0508418828249	0.00393582973629	0.945222318172
a young girl wearing a pink coat plays with a yellow toy golf club . --> a kid is swinging a toy golf club .	entailment	entailment	0.186737760901	0.0795144811273	0.733747780323
a man wearing a yellow striped shirt laughs while seated next to another man who is wearing a light blue shirt and clasping his hands together . --> two mimes sit in complete silence .	contradiction	contradiction	0.0183279085904	0.979669034481	0.00200305623002
a man wearing a yellow striped shirt laughs while seated next to another man who is wearing a light blue shirt and clasping his hands together . --> two men sitting together .	entailment	entailment	0.110162764788	0.0863632559776	0.803473949432
a man wearing a yellow striped shirt laughs while seated next to another man who is wearing a light blue shirt and clasping his hands together . --> one man laughs at a funny joke his friend told .	neutral	neutral	0.991422116756	0.00792295113206	0.000654830771964
two men dressed in black practicing martial arts on a gym floor . --> two men are dancing .	contradiction	contradiction	0.0926605537534	0.60002887249	0.307310551405
two men dressed in black practicing martial arts on a gym floor . --> two men are training in jeet kun do on the gym floor .	neutral	neutral	0.710708320141	0.224195823073	0.0650959387422
two men dressed in black practicing martial arts on a gym floor . --> two men are doing martial arts .	entailment	entailment	0.123035028577	0.0690761730075	0.807888865471
a young man in a white and pink striped shirt is riding in a horse and buggy down a paved road . --> a woman is riding a car	contradiction	contradiction	0.000602316460572	0.999268472195	0.0001291736844
a young man in a white and pink striped shirt is riding in a horse and buggy down a paved road . --> a man is riding a horse	entailment	entailment	0.0259777009487	0.103651665151	0.87037062645
a young man in a white and pink striped shirt is riding in a horse and buggy down a paved road . --> a man is seraching for something	neutral	neutral	0.940115332603	0.0058730058372	0.0540115684271
the woman is holding up the line with the fish that she caught in the lake with her bamboo fishing pole . --> the fish is very large .	neutral	neutral	0.835751116276	0.107657849789	0.0565910115838
the woman is holding up the line with the fish that she caught in the lake with her bamboo fishing pole . --> the woman is hunting for elk .	contradiction	contradiction	0.223165109754	0.774344086647	0.00249083456583
the woman is holding up the line with the fish that she caught in the lake with her bamboo fishing pole . --> the woman is fishing .	entailment	entailment	0.154720500112	0.0590789206326	0.786200523376
a woman wearing gray pants , a white blouse and a black vest is jumping with one hand in the air as she goes through an indoor stadium . --> the jumping lady in slacks also has her hand raised .	contradiction	entailment	0.147666022182	0.48410487175	0.368229150772
a woman wearing gray pants , a white blouse and a black vest is jumping with one hand in the air as she goes through an indoor stadium . --> the female stadium worker jumps for joy as she leaves her long tiring shift .	neutral	neutral	0.932611763477	0.0366668142378	0.0307213366032
a woman wearing gray pants , a white blouse and a black vest is jumping with one hand in the air as she goes through an indoor stadium . --> the girl wearing a dress skips down the sidewalk .	contradiction	contradiction	0.0334719195962	0.952973544598	0.0135545376688
a shirtless man wearing a black hat and a scarf works on an anvil . --> a man works with an anvil .	entailment	entailment	0.105379663408	0.191218942404	0.703401446342
a shirtless man wearing a black hat and a scarf works on an anvil . --> a man does his first anvil work .	neutral	neutral	0.77626311779	0.114488102496	0.109248809516
a shirtless man wearing a black hat and a scarf works on an anvil . --> a woman falls over an anvil .	contradiction	contradiction	0.000510195968673	0.999478876591	1.09043330667e-05
a brunette woman in a multicolored floral outfit and a pearl necklace is talking while holding a wineglass . --> a woman enjoys red wine	neutral	neutral	0.577962338924	0.127310559154	0.294727176428
a brunette woman in a multicolored floral outfit and a pearl necklace is talking while holding a wineglass . --> a woman is sleeping	contradiction	contradiction	0.00157428812236	0.997913897038	0.00051175034605
a brunette woman in a multicolored floral outfit and a pearl necklace is talking while holding a wineglass . --> a woman holds a glass	entailment	entailment	0.015404406935	0.00860015954822	0.975995361805
a soldier is handing a picture to a woman holding a donald duck bag . --> a soldier hands a woman a picture of himself at disney world .	contradiction	neutral	0.156085401773	0.811675965786	0.0322386398911
a soldier is handing a picture to a woman holding a donald duck bag . --> a soldier hands a woman a picture .	entailment	entailment	0.0785367265344	0.170046851039	0.751416385174
a soldier is handing a picture to a woman holding a donald duck bag . --> a man loads a gun .	contradiction	contradiction	0.0199338551611	0.966062307358	0.0140037797391
a young boy in a gray and white striped shirt is playing guitar . --> a boy is talking on the phone .	entailment	contradiction	0.192012518644	0.372525393963	0.435462027788
a young boy in a gray and white striped shirt is playing guitar . --> a little boy is playing guitar on stage .	neutral	neutral	0.579168617725	0.147645443678	0.273185998201
a young boy in a gray and white striped shirt is playing guitar . --> a kid is playing the guitar .	entailment	entailment	0.141128063202	0.149726673961	0.709145247936
professional women at the registration table of an event while men in suits look on . --> people are partying .	entailment	contradiction	0.274120241404	0.0342650562525	0.691614747047
professional women at the registration table of an event while men in suits look on . --> people gather for a conference .	entailment	neutral	0.196704730392	0.0211208220571	0.782174408436
professional women at the registration table of an event while men in suits look on . --> people gather for an event .	entailment	entailment	0.0599788576365	0.00644254870713	0.93357861042
a male soccer player has his foot extended as if he has just kicked the soccer ball while the ball flies through the air . --> the man has kicked the soccer ball towards the goal .	neutral	neutral	0.547438144684	0.125967115164	0.326594680548
a male soccer player has his foot extended as if he has just kicked the soccer ball while the ball flies through the air . --> the man is laying on the couch .	contradiction	contradiction	0.00017358722107	0.99982303381	3.37577012033e-06
a male soccer player has his foot extended as if he has just kicked the soccer ball while the ball flies through the air . --> the man is outside .	entailment	entailment	0.225920706987	0.0150969559327	0.758982300758
a man and a girl are both looking at something of interest . --> a girl sleeps in her moms lap	contradiction	contradiction	0.000927005778067	0.999048531055	2.43924951064e-05
a man and a girl are both looking at something of interest . --> something catches the eye of a man and girl	contradiction	entailment	0.35806530714	0.536999046803	0.104935698211
a man and a girl are both looking at something of interest . --> a man and his daughter watch dogs play outdoors	neutral	neutral	0.51326662302	0.479137510061	0.00759591115639
a woman walks on a sidewalk wearing a white dress with a blue plaid pattern . --> the woman is walking to buy new clothes .	neutral	neutral	0.991510510445	0.00754481879994	0.000944761035498
a woman walks on a sidewalk wearing a white dress with a blue plaid pattern . --> the woman is walking outside .	entailment	entailment	0.0228365510702	0.00169375631958	0.975469648838
a woman walks on a sidewalk wearing a white dress with a blue plaid pattern . --> the woman is wearing jeans .	neutral	contradiction	0.477211833	0.374467998743	0.148320227861
a man doing maintenance on the railroad tracks --> there is an older man doing work on the railroad tracks .	entailment	neutral	0.244542405009	0.0307672098279	0.724690318108
a man doing maintenance on the railroad tracks --> there is a woman doing work on the railroad tracks .	contradiction	contradiction	0.0912490934134	0.902914345264	0.00583651755005
a man doing maintenance on the railroad tracks --> there is a man working on the railroad tracks .	entailment	entailment	0.0705289840698	0.0142038725317	0.91526722908
dog standing in grassy sand dune . --> a puppy stands in a sand drift near american dune grass .	neutral	neutral	0.968748152256	0.0250474419445	0.00620451197028
dog standing in grassy sand dune . --> a basset hound runs by a park bench .	neutral	contradiction	0.681481361389	0.317475378513	0.0010433018906
dog standing in grassy sand dune . --> a dog stands in sand near grass .	entailment	entailment	0.0535697489977	0.0137358019128	0.93269443512
people protesting ice raids in front of a school . --> a group of people are participating in a protest .	entailment	entailment	0.230751439929	0.0249090194702	0.744339585304
people protesting ice raids in front of a school . --> some people are illegally picketing in front of a building .	entailment	neutral	0.352465718985	0.0817629471421	0.565771341324
people protesting ice raids in front of a school . --> some men are helping a woman fix her car .	neutral	contradiction	0.413953900337	0.302863478661	0.283182561398
two people work construction on the inside of a house . --> the people are outside	entailment	contradiction	0.200671255589	0.259017348289	0.540311455727
two people work construction on the inside of a house . --> the men are all friends	neutral	neutral	0.774747490883	0.214068189263	0.011184326373
two people work construction on the inside of a house . --> two people work inside .	entailment	entailment	0.100382581353	0.0501325950027	0.849484801292
there is a large group of people in front of papa john 's restaurant . --> the group of friends are sitting inside the restaurant .	contradiction	contradiction	0.00285266689025	0.997055053711	9.23311308725e-05
there is a large group of people in front of papa john 's restaurant . --> a group of friends is trying to decide if they want to eat pizza .	neutral	neutral	0.961623907089	0.0371751226485	0.00120096129831
there is a large group of people in front of papa john 's restaurant . --> the people are outside of the restaurant .	entailment	entailment	0.0690535902977	0.0349423587322	0.896004021168
a girl climbing a rock face . --> a girl sitting at the edge of a cliff .	contradiction	contradiction	0.00999947544187	0.989139795303	0.000860741070937
a girl climbing a rock face . --> a girl climbing a rock face beside a dirt trail outside .	neutral	neutral	0.71442335844	0.0430668890476	0.242509827018
a girl climbing a rock face . --> a girl climbing a rock face outside .	neutral	neutral	0.524527847767	0.0207506921142	0.454721480608
a crowd watches a group of people dressed in yellow shirts perform . --> spectators watching a performance .	entailment	entailment	0.177063077688	0.113165773451	0.709771156311
a crowd watches a group of people dressed in yellow shirts perform . --> spectators watching a group of dolphins perform .	contradiction	contradiction	0.327029913664	0.593045532703	0.0799244791269
a crowd watches a group of people dressed in yellow shirts perform . --> spectators watching a group of dancers perform .	contradiction	neutral	0.403234243393	0.480082333088	0.116683393717
a woman in black clothing runs down the street barefoot next to two people on bicycles and a female runner . --> the woman is walking down the street with high heels .	contradiction	contradiction	0.005113910418	0.994503736496	0.000382403261028
a woman in black clothing runs down the street barefoot next to two people on bicycles and a female runner . --> the woman is outdoors .	entailment	entailment	0.0654273927212	0.00148020684719	0.933092415333
a woman in black clothing runs down the street barefoot next to two people on bicycles and a female runner . --> the woman running down the street is hispanic .	neutral	neutral	0.894318163395	0.064741410315	0.0409404784441
a man in a santa claus costume is sitting on a wooden chair holding a microphone and a stringed instrument . --> the man is playing a christmas concert .	neutral	neutral	0.91635119915	0.0809191390872	0.00272957771085
a man in a santa claus costume is sitting on a wooden chair holding a microphone and a stringed instrument . --> the man is swimming at the beach .	contradiction	contradiction	0.000295029487461	0.999701321125	3.58319266525e-06
a man in a santa claus costume is sitting on a wooden chair holding a microphone and a stringed instrument . --> the man is wearing a costume .	entailment	entailment	0.087749235332	0.0357413291931	0.876509428024
a building that portrays beautiful architecture stands in the sunlight as somebody on a bike passes by . --> a bicyclist rides past an intricately designed church on a pretty day	neutral	neutral	0.821083784103	0.0693190619349	0.109597168863
a building that portrays beautiful architecture stands in the sunlight as somebody on a bike passes by . --> a bicyclist passes an esthetically beautiful building on a sunny day	neutral	entailment	0.448291867971	0.383955717087	0.167752370238
a building that portrays beautiful architecture stands in the sunlight as somebody on a bike passes by . --> a bicyclist rides past an abandoned warehouse on a rainy day	contradiction	neutral	0.443060398102	0.499109178782	0.0578304864466
a person dressed in red and black outside a cracked wall . --> a person in red and black near a brick wall .	entailment	neutral	0.201670974493	0.286283224821	0.512045800686
a person dressed in red and black outside a cracked wall . --> a person in red and black falling through the ionosphere .	contradiction	contradiction	0.247016489506	0.726235210896	0.0267483368516
a person dressed in red and black outside a cracked wall . --> a person in red and black near a wall .	entailment	entailment	0.130193412304	0.11971950531	0.750087082386
two brown-haired men wearing short-sleeved shirts and shorts are climbing stairs . --> the men are together .	entailment	entailment	0.215658813715	0.0313752442598	0.752965927124
two brown-haired men wearing short-sleeved shirts and shorts are climbing stairs . --> the men have blonde hair .	contradiction	contradiction	0.1899677068	0.704077780247	0.1059544608
two brown-haired men wearing short-sleeved shirts and shorts are climbing stairs . --> the men are going up the stairs .	entailment	entailment	0.243525519967	0.140266045928	0.616208434105
a young couple sit on the couch , the woman wearing a blue work shirt , her eyes half closed , while the man sits with his arm around her , looking towards the camera , in a gray shirt . --> a newly wed couple sit on the couch	neutral	neutral	0.950838506222	0.0365025736392	0.0126589434221
a young couple sit on the couch , the woman wearing a blue work shirt , her eyes half closed , while the man sits with his arm around her , looking towards the camera , in a gray shirt . --> two brothers sit on the couch	neutral	contradiction	0.757670879364	0.238310709596	0.00401844130829
a young couple sit on the couch , the woman wearing a blue work shirt , her eyes half closed , while the man sits with his arm around her , looking towards the camera , in a gray shirt . --> a couple sit on the couch	entailment	entailment	0.170056551695	0.39334744215	0.436596035957
two people with bags next to a street at night . --> it is day time	neutral	contradiction	0.556203126907	0.350102633238	0.0936942324042
two people with bags next to a street at night . --> the people are together	neutral	neutral	0.564940392971	0.0258215237409	0.40923807025
a medium sized brown dog jumping --> the brown dog jumps up and down .	entailment	entailment	0.225532054901	0.168979942799	0.605488061905
a medium sized brown dog jumping --> a 40 lb brown dog jumps excitedly for a treat .	neutral	neutral	0.951659500599	0.0386552140117	0.00968531984836
a medium sized brown dog jumping --> a small dog crouches under a porch .	contradiction	contradiction	0.0817714929581	0.914265394211	0.00396315241233
a man in a white button up shirt , and a man in a brown button up shirt discussing something over a table of food . --> two guys having a conversation .	entailment	entailment	0.06502456218	0.028799444437	0.906175971031
a man in a white button up shirt , and a man in a brown button up shirt discussing something over a table of food . --> two men playing a game of darts at a bar .	contradiction	contradiction	0.0163463689387	0.983338057995	0.00031557661714
a man in a white button up shirt , and a man in a brown button up shirt discussing something over a table of food . --> two men talking business over dinner .	neutral	neutral	0.828058421612	0.0801847055554	0.0917568430305
woman being photographed near a bicycle . --> the model is posing for a bicycle advertisement .	neutral	neutral	0.864286363125	0.0312768034637	0.104436829686
woman being photographed near a bicycle . --> three people are riding bicycles down a lane .	contradiction	contradiction	0.135146841407	0.859487295151	0.00536592770368
woman being photographed near a bicycle . --> someone is shooting a photo .	contradiction	entailment	0.235922813416	0.683194458485	0.080882743001
on the sidewalk , near the store 's entrance , a local entertains all , by playing the accordion . --> a local is playing an accordion .	entailment	entailment	0.321889013052	0.0691057518125	0.609005212784
on the sidewalk , near the store 's entrance , a local entertains all , by playing the accordion . --> he is hoping for tips .	neutral	neutral	0.978983044624	0.00740713626146	0.0136099141091
on the sidewalk , near the store 's entrance , a local entertains all , by playing the accordion . --> the man is playing a guitar .	contradiction	contradiction	0.397629767656	0.543533086777	0.0588371232152
several bicycles parked and a couple walking together . --> a couple walks toward the bikes they will use to get to their picnic .	neutral	neutral	0.982986927032	0.0101733561605	0.00683976104483
several bicycles parked and a couple walking together . --> several bicycles lie smashed on the ground and a couple stands holding sledgehammers .	contradiction	contradiction	0.0537227652967	0.945597827435	0.000679406046402
several bicycles parked and a couple walking together . --> two people are near some bicycles .	entailment	entailment	0.0166329089552	0.00371514377184	0.979651987553
a man is on the ground taking his shirt off as a crowd watches . --> the crowd watches a person take off his shirt .	entailment	entailment	0.100290082395	0.110743552446	0.788966417313
a man is on the ground taking his shirt off as a crowd watches . --> a male stripper performs for a bachelorette party .	neutral	neutral	0.519717931747	0.47898247838	0.00129963376094
a man is on the ground taking his shirt off as a crowd watches . --> the crowd watches a gymnast on the uneven bars .	contradiction	contradiction	0.0742311179638	0.917680859566	0.0080880112946
a black dog is drinking next to a brown and white dog that is looking at an orange ball in the lake , whilst a horse and rider passes behind . --> two dogs run together through a park , chasing toys as they are thrown .	contradiction	contradiction	0.363866537809	0.594947040081	0.0411863736808
a black dog is drinking next to a brown and white dog that is looking at an orange ball in the lake , whilst a horse and rider passes behind . --> two dogs near a lake , while a person rides by on a horse .	entailment	entailment	0.0567436702549	0.0150019582361	0.928254365921
a black dog is drinking next to a brown and white dog that is looking at an orange ball in the lake , whilst a horse and rider passes behind . --> two short haired dogs of different colors drinking by a lake .	contradiction	neutral	0.341912895441	0.490062922239	0.168024167418
a young man in black pants and a gray shirt holds a skateboard with colorful decals upright while sitting on a gray stone block . --> the guy is taking a break from the skateboarding competition .	neutral	neutral	0.951765418053	0.0474999397993	0.00073462491855
a young man in black pants and a gray shirt holds a skateboard with colorful decals upright while sitting on a gray stone block . --> the person is seated on a rock .	entailment	entailment	0.0306154657155	0.0485042370856	0.920880317688
a young man in black pants and a gray shirt holds a skateboard with colorful decals upright while sitting on a gray stone block . --> the person is walking through a crowd .	contradiction	contradiction	0.00581392506137	0.991571068764	0.00261501758359
a toddler dressed only in a pamper is sitting on the floor playing with 4 `` car '' pieces to a train set . --> people look for a lost dog .	neutral	contradiction	0.892367243767	0.0856654495001	0.0219673924148
a toddler dressed only in a pamper is sitting on the floor playing with 4 `` car '' pieces to a train set . --> a child plans out his future train empire .	neutral	neutral	0.661623358727	0.32236790657	0.0160087589175
a toddler dressed only in a pamper is sitting on the floor playing with 4 `` car '' pieces to a train set . --> a child plays with a train set .	entailment	entailment	0.0959335714579	0.385789841413	0.518276631832
two teams of children , one green the other red , play each other in a game of rugby while it rains . --> the children are wearing red and green to practice thier christmas show .	neutral	contradiction	0.726265251637	0.243018880486	0.030715836212
two teams of children , one green the other red , play each other in a game of rugby while it rains . --> the children rugby team are playing again after a short rain delay .	neutral	neutral	0.903062105179	0.0696402937174	0.0272975228727
two teams of children , one green the other red , play each other in a game of rugby while it rains . --> the childrens rugby teams , red versus green are playing in the rain .	neutral	entailment	0.689988970757	0.13772661984	0.172284334898
a man and a woman are jumping in midair and holding hands , a cloudy sky in the background . --> the man and woman are physically touching each other .	contradiction	entailment	0.284513443708	0.370373338461	0.345113188028
a man and a woman are jumping in midair and holding hands , a cloudy sky in the background . --> the man and woman are married .	neutral	neutral	0.986995875835	0.0102155674249	0.00278865802102
a man and a woman are jumping in midair and holding hands , a cloudy sky in the background . --> the man and woman jumped 20 ft into the air .	neutral	neutral	0.421172440052	0.351571947336	0.227255567908
five women , wearing beautiful , colorful saris , in a circle , dancing with their hands raised and touching . --> there are five women close to each other .	entailment	entailment	0.155772835016	0.093239761889	0.750987410545
five women , wearing beautiful , colorful saris , in a circle , dancing with their hands raised and touching . --> the women are friends .	neutral	neutral	0.988807082176	0.00233636354096	0.00885652750731
five women , wearing beautiful , colorful saris , in a circle , dancing with their hands raised and touching . --> the women have their hands by their side .	entailment	contradiction	0.165676578879	0.301881223917	0.5324421525
five little boys are playing baseball . --> a group of boys playing basketball .	contradiction	contradiction	0.0598174892366	0.934866964817	0.00531559996307
five little boys are playing baseball . --> a group of young baseball players having a championship game .	neutral	neutral	0.98423910141	0.0120991561562	0.00366179971024
